ticker,tf,variant,horizon,n,wr,pf,avg_return,max_dd
TN,5m,B,3,10558,49.06,2.1139,0.1053,16.9316
Si,5m,B,6,32596,49.06,1.0679,0.0044,51.3207
RI,5m,B,6,29873,49.05,1.0428,0.0042,79.2357
NM,H1,B,4,2534,49.05,1.064,0.0263,77.3026
MX,H1,B,2,2559,49.04,0.8965,-0.019,71.7282
RI,15m,B,3,10217,49.03,0.9412,-0.0079,98.2585
Si,30m,B,2,5668,49.03,1.0105,0.0011,53.9955
BR,15m,B,6,10362,49.02,1.0456,0.0099,104.9994
GK,H1,B,4,2293,49.02,1.0158,0.006,48.0784
MG,5m,C,3,16001,49.02,0.7947,-0.045,780.6382
ED,30m,B,4,5734,49.02,1.08,0.0047,12.6201
RI,15m,B,4,10217,49.01,0.9473,-0.0081,96.9007
Si,5m,B,8,32595,49.01,1.0336,0.0025,54.2029
MN,5m,B,6,2056,48.98,1.1059,0.0118,20.9948
RI,5m,B,4,29874,48.97,1.0752,0.006,67.7037
ED,30m,B,3,5734,48.97,1.139,0.0071,6.1909
BR,30m,B,3,4969,48.96,1.0148,0.0032,73.954
BR,H1,B,3,2562,48.95,0.9481,-0.0166,106.5303
GK,15m,B,2,9889,48.95,1.518,0.0855,24.4155
SV,15m,B,6,10562,48.94,1.0343,0.0076,132.4659
GD,5m,B,3,34542,48.93,1.0913,0.0038,23.9374
IMOEXF,30m,B,3,3924,48.93,0.9527,-0.0067,67.3387
USDRUBF,15m,B,6,10419,48.91,0.907,-0.0102,129.6168
NG,30m,B,2,5092,48.9,1.0571,0.0179,83.7821
IB,H1,B,2,808,48.89,1.0478,0.0158,35.1197
BR,H1,B,4,2562,48.87,0.8787,-0.0459,152.6918
EURRUBF,15m,B,4,11376,48.85,0.9378,-0.006,98.1113
ED,30m,B,2,5734,48.83,1.0865,0.0038,7.8918
IB,15m,B,4,3590,48.83,1.2298,0.0643,43.5815
EURRUBF,5m,B,8,30463,48.8,1.0171,0.0013,38.6904
BR,30m,B,4,4968,48.79,1.0168,0.0043,95.7168
BR,30m,B,2,4969,48.78,1.009,0.0017,84.8339
Eu,15m,B,4,10363,48.77,0.9297,-0.0081,150.6839
RI,H1,B,3,2559,48.77,0.856,-0.0391,127.2643
SV,15m,B,3,10562,48.76,1.0838,0.0133,104.8581
W4,5m,C,3,958,48.75,0.9406,-0.0201,37.6995
GD,5m,B,6,34542,48.75,1.0453,0.0027,28.3856
EURRUBF,5m,B,3,30463,48.73,1.0596,0.0027,9.9994
Eu,15m,B,3,10363,48.73,0.9169,-0.0084,142.3064
RB,15m,B,3,2201,48.71,1.3373,0.0099,1.5479
GD,5m,B,4,34542,48.7,1.0746,0.0036,28.5016
MG,5m,C,4,17068,48.7,0.8137,-0.0425,800.5398
CH,H1,C,3,189,48.68,1.084,0.0715,36.1381
IB,30m,B,2,1664,48.68,1.1754,0.0479,31.3145
EURRUBF,5m,B,6,30463,48.67,1.0264,0.0018,23.4422
SV,H1,B,2,2579,48.66,0.9867,-0.0037,55.7273
USDRUBF,H1,B,3,2415,48.65,0.9021,-0.0147,43.3358
MY,H1,C,3,220,48.64,1.0342,0.0122,11.8599
DX,5m,C,3,6811,48.64,0.6735,-0.0692,476.5286
CNYRUBF,30m,B,3,5231,48.63,0.8683,-0.0146,84.1078
RI,5m,B,3,29874,48.61,1.0744,0.0052,59.3014
Eu,15m,B,2,10363,48.58,0.9657,-0.0028,98.1762
CNYRUBF,30m,B,4,5231,48.5,0.8869,-0.0142,85.7123
EURRUBF,30m,B,2,5630,48.49,0.9157,-0.0082,68.6401
RL,5m,B,6,2885,48.46,1.0056,0.0008,23.3825
EURRUBF,15m,B,3,11376,48.45,0.9484,-0.0042,70.1379
USDRUBF,15m,B,4,10419,48.44,0.9104,-0.0082,99.6417
USDRUBF,15m,B,2,10419,48.43,0.9406,-0.0037,57.1678
IMOEXF,15m,B,6,7584,48.42,0.9584,-0.0057,95.0774
NA,H1,B,3,2571,48.42,0.9117,-0.0178,66.3518
GD,5m,B,8,34542,48.42,1.0225,0.0016,41.3422
EURRUBF,15m,B,6,11376,48.4,0.9064,-0.011,156.0457
EURRUBF,5m,B,4,30463,48.4,1.0401,0.0021,19.7827
IMOEXF,30m,B,4,3923,48.38,0.8878,-0.0191,86.7844
NA,H1,B,4,2569,48.35,0.9128,-0.0198,69.1386
RI,15m,B,2,10217,48.29,0.9358,-0.0071,87.4509
SV,5m,B,8,28981,48.29,1.141,0.0196,60.1138
UC,30m,B,3,5858,48.28,1.1986,0.0107,11.5486
RB,30m,B,4,1220,48.28,1.2944,0.0141,4.5592
IMOEXF,30m,B,2,3924,48.27,0.9423,-0.007,63.2248
CR,5m,B,4,5365,48.22,1.0004,0.0,29.4211
RB,30m,B,2,1220,48.2,1.3083,0.0106,3.7623
EURRUBF,H1,B,4,2432,48.19,0.8867,-0.0205,59.6749
EURRUBF,30m,B,4,5630,48.17,0.8946,-0.0138,84.0811
BR,H1,B,2,2562,48.17,0.972,-0.0072,71.3935
RB,15m,B,4,2201,48.16,1.2696,0.0088,2.5588
EURRUBF,H1,B,3,2432,48.15,0.8678,-0.0214,54.7728
RM,H1,B,4,2428,48.15,0.9459,-0.0166,100.5495
RM,15m,B,6,9304,48.1,1.1151,0.021,35.0156
USDRUBF,H1,B,4,2415,48.07,0.9014,-0.0165,48.57
NG,30m,B,3,5092,48.06,1.0269,0.0101,143.9705
MN,5m,B,4,2056,48.05,1.134,0.0121,13.3414
SV,5m,B,6,28981,48.04,1.1495,0.018,43.0912
NG,30m,B,4,5092,48.04,1.0222,0.0096,176.5962
ED,15m,B,4,12004,48.03,1.0829,0.0036,10.8156
RM,15m,B,4,9304,48.03,1.1143,0.0178,48.7033
EURRUBF,15m,B,2,11376,48.03,0.9448,-0.0037,56.7964
CNYRUBF,H1,B,4,2428,48.02,0.8736,-0.022,64.0887
CNYRUBF,30m,B,2,5231,48.02,0.8765,-0.0115,61.6837
IMOEXF,15m,B,4,7584,48.0,0.9338,-0.0076,93.5768
IMOEXF,5m,B,8,21179,47.97,0.9993,-0.0001,48.1136
IMOEXF,5m,B,6,21179,47.96,1.0061,0.0005,40.9893
BM,H1,B,2,1095,47.95,1.0541,0.0155,25.6295
RB,15m,B,6,2201,47.93,1.1387,0.0059,3.7301
ED,15m,B,6,12003,47.91,1.0695,0.0036,11.6671
PT,H1,B,4,2550,47.88,0.9618,-0.0143,85.283
CNYRUBF,15m,B,6,9398,47.85,0.8901,-0.0124,131.6056
CR,5m,B,3,5365,47.83,1.0058,0.0003,22.0382
IMOEXF,5m,B,4,21180,47.82,1.0112,0.0007,35.955
RB,15m,B,2,2201,47.8,1.2943,0.0069,1.981
VI,5m,C,4,383,47.78,1.0789,0.0641,40.4575
ED,15m,B,3,12004,47.77,1.1587,0.006,6.6427
RM,30m,B,2,5044,47.74,1.0273,0.0043,55.5889
RI,H1,B,4,2559,47.71,0.8732,-0.0389,124.0297
SV,5m,B,4,28981,47.7,1.1538,0.0153,45.5126
RM,15m,B,3,9304,47.69,1.1491,0.0201,48.5408
USDRUBF,H1,B,2,2415,47.66,0.857,-0.0184,49.2264
UC,H1,B,2,2760,47.64,1.2929,0.0158,7.4022
RM,H1,B,3,2428,47.61,0.9685,-0.0085,94.7855
USDRUBF,15m,B,3,10419,47.6,0.9197,-0.0062,71.159
RM,5m,B,8,21843,47.59,1.2306,0.0284,30.8414
UC,H1,B,4,2759,47.59,1.1407,0.0094,12.0076
MN,15m,B,2,1045,47.56,0.9762,-0.003,15.1912
UC,30m,B,4,5858,47.54,1.1961,0.0115,10.8305
GK,H1,B,2,2293,47.54,1.0565,0.0168,39.5683
CNYRUBF,H1,B,3,2428,47.53,0.8386,-0.0256,67.825
CNYRUBF,15m,B,4,9399,47.51,0.8965,-0.0096,107.598
CNYRUBF,15m,B,3,9399,47.51,0.8841,-0.0094,98.5021
ED,H1,B,3,2649,47.49,1.0474,0.0033,14.9228
MN,5m,B,3,2056,47.47,1.1218,0.0099,11.0528
NG,H1,B,3,2505,47.47,0.9502,-0.0259,217.0639
CNYRUBF,5m,B,8,27439,47.43,0.9806,-0.0013,71.3379
MN,30m,B,4,621,47.34,1.2276,0.0458,12.3868
USDRUBF,5m,B,8,31971,47.31,0.9833,-0.0011,79.1905
RM,H1,B,2,2428,47.28,0.9941,-0.0013,67.8164
CNYRUBF,15m,B,2,9399,47.28,0.9038,-0.0064,70.5057
IMOEXF,15m,B,3,7584,47.26,0.9462,-0.0053,68.7807
CR,5m,B,6,5365,47.25,0.9684,-0.0022,37.2925
UC,15m,B,6,10259,47.2,1.1808,0.0107,13.0545
ED,5m,B,8,33181,47.2,1.0647,0.0023,15.7292
RM,30m,B,4,5044,47.18,1.0109,0.0024,68.7495
MC,H1,B,4,2582,47.17,0.8687,-0.0338,112.9733
MX,H1,B,4,2559,47.13,0.8671,-0.0343,112.9733
UC,30m,B,2,5858,47.1,1.213,0.0098,14.4423
SV,5m,B,3,28981,47.09,1.1657,0.0146,52.5121
RM,30m,B,3,5044,47.07,1.0371,0.0071,48.0839
IMOEXF,15m,B,2,7584,47.06,0.9113,-0.0073,66.6932
UC,H1,B,3,2759,47.05,1.1392,0.0089,11.735
USDRUBF,5m,B,6,31973,47.01,0.9822,-0.001,61.3189
IMOEXF,5m,B,3,21180,46.95,1.0237,0.0013,23.7154
IMOEXF,H1,B,3,1865,46.92,0.751,-0.0565,111.1992
ED,5m,B,6,33181,46.87,1.0885,0.0028,9.4709
CNYRUBF,5m,B,6,27440,46.84,0.9662,-0.002,73.6661
USDRUBF,5m,B,4,31973,46.8,0.9923,-0.0004,52.7006
IMOEXF,H1,B,2,1865,46.7,0.7998,-0.0363,81.8549
IMOEXF,H1,B,4,1865,46.7,0.7696,-0.0608,126.1263
RM,5m,B,6,21843,46.63,1.2419,0.026,22.9166
RM,15m,B,2,9304,46.61,1.163,0.0185,36.6694
NG,H1,B,2,2505,46.59,0.9273,-0.0315,201.58
MY,15m,C,6,101,46.53,0.684,-0.1389,23.2327
CNYRUBF,5m,B,4,27440,46.51,0.9647,-0.0017,60.798
UC,15m,B,3,10259,46.47,1.3329,0.0152,12.0945
VI,5m,C,6,409,46.45,1.0326,0.0291,32.6574
USDRUBF,5m,B,3,31973,46.45,1.0027,0.0001,24.8342
ED,15m,B,2,12005,46.4,1.0851,0.0028,10.4406
CNYRUBF,5m,B,3,27440,46.33,0.9867,-0.0006,35.6893
RM,5m,B,4,21843,46.29,1.339,0.0297,26.0871
CNYRUBF,H1,B,2,2428,46.25,0.7925,-0.0274,67.1992
UC,15m,B,4,10259,46.21,1.2689,0.0138,9.5379
ED,H1,B,2,2650,46.04,1.0196,0.0012,13.1058
ED,5m,B,4,33182,45.94,1.1121,0.0029,7.9099
MY,H1,C,4,233,45.92,0.8049,-0.0818,25.5278
RB,5m,B,8,3745,45.87,1.1473,0.0041,2.9784
RM,5m,B,3,21843,45.84,1.3732,0.0287,18.7126
VI,5m,C,8,427,45.67,0.9018,-0.1063,84.7729
UC,15m,B,2,10259,45.6,1.3666,0.0148,7.9503
UC,5m,B,8,15187,45.5,1.2252,0.0103,15.158
MY,H1,C,2,209,45.45,0.9283,-0.0254,12.1266
RB,5m,B,6,3745,45.31,1.1506,0.0036,2.3761
ED,5m,B,3,33182,45.17,1.0947,0.0022,8.7758
UC,5m,B,6,15187,45.05,1.2434,0.0102,14.2614
UC,5m,B,4,15187,44.66,1.3512,0.0122,9.1773
CH,30m,C,2,111,44.14,0.6629,-0.3426,47.6609
RB,5m,B,3,3745,43.82,1.133,0.0024,2.4285
RB,5m,B,4,3745,43.79,1.1205,0.0025,3.6256
UC,5m,B,3,15187,43.76,1.4042,0.013,10.4724
MY,30m,C,4,165,42.42,0.8054,-0.0818,19.7185
MY,15m,C,2,80,41.25,0.6223,-0.1497,12.9827
MY,30m,C,2,144,40.97,0.6522,-0.139,22.8355
MY,30m,C,3,149,40.27,0.8198,-0.0684,17.9505
MY,15m,C,4,97,40.21,0.4882,-0.2145,25.7706
MY,15m,C,3,89,38.2,0.5665,-0.1654,20.0857
